brand_name,model,processor_brand,iter,rating,memory_type,gpu_brand,gpu_type,Touch_Screen,os,virtualization_support,linux_compatible,cuda_support,code_compile_benchmark,display_productivity,threads_num,core_num,ram_num,memory_size,display_size,resolutioin_height,ppi,resolutioin_width,warrenty,development_performance_score,price_to_performance,price
Avita,Avita Pura S101 Laptop (Celeron N4020/ 8GB/256GB SSD/ Win11 Home),Intel,Celeron,4.6,SSD,Intel,Integrated,False,Windows 11,True,True,False,Slow,Medium,2.0,8.0,8.0,256.0,14.0,1920.0,157.35,1080.0,1.0,26.0,1.49,17415
Apple,Apple MacBook Pro 16 2023 Laptop (Apple M3 Pro/ 18GB/ 512GB SSD/ macOS),Apple,Other,4.2,SSD,Apple,Integrated,False,Mac,False,False,False,Slow,Fast,22.8,12.0,18.0,512.0,16.2,3456.0,254.02,2234.0,1.0,91.2,0.47400000000000003,214990
Apple,Apple MacBook Pro 14 2023 Laptop (Apple M3 Max/ 36GB/ 1TB SSD/ macOS),Apple,Other,4.2,SSD,Apple,Integrated,False,Mac,False,False,False,Slow,Fast,17.2,14.0,36.0,1000.0,14.2,3024.0,253.93,1964.0,1.0,72.4,0.7140000000000001,276990
Apple,Apple MacBook Pro 16 2023 Laptop (Apple M3 Pro/ 36GB/ 512GB SSD/ macOS),Apple,Other,4.65,SSD,Apple,Integrated,False,Mac,False,False,False,Slow,Fast,22.0,12.0,36.0,512.0,16.2,3456.0,254.02,2234.0,1.0,92.0,0.476,250990
Apple,Apple MacBook Pro 14 2023 Laptop (Apple M3 Pro/ 18GB/ 512GB SSD/ macOS),Apple,Other,4.75,SSD,Apple,Integrated,False,Mac,False,False,False,Slow,Fast,18.4,11.0,18.0,512.0,14.2,3024.0,253.93,1964.0,1.0,62.4,0.6479999999999999,174990
Apple,Apple MacBook Pro 16 2023 Laptop (Apple M3 Max/ 36GB/ 1TB SSD/ macOS),Apple,Other,4.0,SSD,Apple,Integrated,False,Mac,False,False,False,Slow,Fast,22.0,14.0,36.0,1000.0,16.2,3456.0,254.02,2234.0,1.0,92.0,0.476,303990
Apple,Apple MacBook Pro 16 2023 Laptop (Apple M3 Max/ 48GB/ 1TB SSD/ macOS),Apple,Other,4.65,SSD,Apple,Integrated,False,Mac,False,False,False,Slow,Fast,22.0,16.0,48.0,1000.0,16.2,3456.0,254.02,2234.0,1.0,92.0,0.476,369900
HP,HP 15s-fq2510tu Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),Intel,Core i5,4.45,SSD,Intel,Integrated,False,Windows 11,True,True,False,Medium,Slow,8.0,8.0,16.0,512.0,15.6,1920.0,141.21,1080.0,1.0,40.0,0.82,48500
Lenovo,Lenovo Yoga Slim 7i Carbon 13IRP8 83AY003CIN Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home),Intel,Core i7,4.3,SSD,Intel,Integrated,True,Windows 11,True,True,False,Medium,Fast,16.0,12.0,16.0,1000.0,13.3,2560.0,226.98,1600.0,1.0,56.0,0.51,110000
Apple,Apple MacBook Pro 14 2023 Laptop (Apple M3 Pro/ 18GB/ 1TB SSD/ macOS),Apple,Other,4.35,SSD,Apple,Integrated,False,Mac,False,False,False,Slow,Fast,17.2,12.0,18.0,1000.0,14.2,3024.0,253.93,1964.0,1.0,72.4,0.7140000000000001,205990
Dell,Dell Inspiron 3520 IN3520P9K46002ORS1 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),Intel,Core i3,4.2,SSD,Intel,Integrated,False,Windows 11,True,True,False,Slow,Slow,8.0,8.0,8.0,512.0,15.6,1920.0,141.21,1080.0,1.0,32.0,0.91,34980
Dell,Dell Inspiron 3530 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),Intel,Core i7,4.25,SSD,Intel,Integrated,False,Windows 11,True,True,False,Medium,Slow,12.0,10.0,16.0,512.0,15.6,1920.0,141.21,1080.0,1.0,48.0,0.81,59065
Lenovo,Lenovo V15 G4 Laptop (AMD Athlon Silver 7120U/ 8GB/ 512GB SSD/ Win11 Home),AMD,Other,4.6,SSD,AMD,Integrated,False,Windows 11,True,True,False,Slow,Slow,2.0,8.0,8.0,512.0,15.6,1920.0,141.21,1080.0,1.0,26.0,1.05,24790
Asus,Asus Chromebook CX1400FKA-EC0168 Laptop (Celeron N4500/ 8GB/ 128GB eMMC/ Chrome OS),Intel,Celeron,4.65,Hard Disk,Intel,Integrated,True,Chrome,True,False,False,Slow,Medium,2.0,8.0,8.0,128.0,14.0,1920.0,157.35,1080.0,1.0,26.0,1.08,23990
HP,HP 15s-FR5012TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),Intel,Core i3,4.65,SSD,Intel,Integrated,False,Windows 11,True,True,False,Slow,Slow,8.0,8.0,8.0,512.0,15.6,1920.0,141.21,1080.0,1.0,32.0,0.85,37490
Asus,Asus Vivobook 15 X1502ZA-EJ385WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),Intel,Core i3,4.1,SSD,Intel,Integrated,False,Windows 11,True,True,False,Slow,Slow,12.0,10.0,8.0,512.0,15.6,1920.0,141.21,1080.0,1.0,40.0,0.97,41390
Acer,Acer Aspire Lite AL15-41 Laptop (AMD Ryzen 5 5500U/ 16GB/ 1TB SSD/ Win11),AMD,Ryzen 5,4.65,SSD,AMD,Integrated,False,Windows 11,True,True,False,Medium,Slow,12.0,8.0,16.0,1000.0,15.6,1920.0,141.21,1080.0,1.0,44.0,1.1,39990
Microsoft,Microsoft Surface Laptop Go 3 XK1-00045 (12th Gen Core i5/ 8GB RAM/ 256 GB SSD/ Win 11),Intel,Core i5,4.2,SSD,Intel,Integrated,True,Windows 11,True,True,False,Medium,Slow,12.0,10.0,8.0,256.0,12.4,1536.0,148.87,1024.0,1.0,40.0,0.5,79990
HP,HP Victus 15-fb1002AX Gaming Laptop (AMD Ryzen 5 7535HS/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),AMD,Ryzen 5,4.4,SSD,NVIDIA,Dedicated,False,Windows 11,True,True,True,Medium,Slow,12.0,8.0,8.0,512.0,15.6,1920.0,141.21,1080.0,1.0,46.0,0.9,51000
HP,HP Omen 16-XD0007ax Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),AMD,Ryzen 7,4.35,SSD,NVIDIA,Dedicated,False,Windows 11,True,True,True,Medium,Slow,16.0,8.0,16.0,1000.0,16.1,1920.0,136.83,1080.0,1.0,58.0,0.59,98990
Gigabyte,Gigabyte G5 MF-E2IN313SH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 6GB Graph),Intel,Core i5,4.15,SSD,NVIDIA,Dedicated,False,Windows 11,True,True,True,Medium,Slow,16.0,12.0,8.0,512.0,15.6,1920.0,141.21,1080.0,2.0,58.0,0.83,69900
Acer,Acer Aspire Lite AL15-52 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),Intel,Core i3,4.55,SSD,Intel,Integrated,False,Windows 11,True,True,False,Slow,Slow,8.0,8.0,8.0,512.0,15.6,1920.0,141.21,1080.0,1.0,32.0,1.07,29890
Acer,Acer Aspire 3 A315-24P NX.KDESI.00B Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home),AMD,Ryzen 5,4.1,SSD,AMD,Integrated,False,Windows 11,True,True,False,Medium,Slow,8.0,8.0,8.0,512.0,15.6,1920.0,141.21,1080.0,1.0,32.0,0.91,34990
Acer,Acer Chromebook CB314-3H NX.K04SI.008 Laptop (Intel Celeron N4500/ 8GB/ 64GB SSD/ Chrome OS),Intel,Celeron,4.75,SSD,Intel,Integrated,False,Chrome,True,False,False,Slow,Medium,2.0,8.0,8.0,64.0,14.0,1080.0,157.35,1920.0,1.0,26.0,0.72,35999
Zebronics,Zebronics Pro Series Z ZEB-NBC 3S 2023 Laptop (12th Gen Core i3 / 8GB/ 512GB SSD/ Win11 Home),Intel,Core i3,4.4,SSD,Intel,Integrated,False,Windows 11,True,True,False,Slow,Slow,8.0,8.0,8.0,512.0,15.6,1920.0,141.21,1080.0,1.0,32.0,1.14,27990
Dell,Dell Inspiron 7430 2 in 1 2023 Laptop (13th Gen Core i3/ 8GB/ 256GB SSD/ Win11),Intel,Core i3,4.5,SSD,Intel,Integrated,True,Windows 11,True,True,False,Slow,Medium,8.0,8.0,8.0,256.0,14.0,1920.0,161.73,1200.0,1.0,32.0,0.64,49990
Ultimus,Ultimus Pro NU14U3INC43BN-CS Laptop (Celeron N4020/ 4GB/ 128GB SSD/ Win11 Home),Intel,Celeron,4.6,SSD,Intel,Integrated,False,Windows 11,True,True,False,Slow,Slow,2.0,8.0,4.0,128.0,14.1,1366.0,111.14,768.0,1.0,22.0,1.83,11990
HP,HP 15s-fq5185TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),Intel,Core i3,4.65,SSD,Intel,Integrated,False,Windows 11,True,True,False,Slow,Slow,8.0,8.0,8.0,512.0,15.6,1920.0,141.21,1080.0,1.0,32.0,0.92,34720
HP,HP Victus 15-fb0157AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),AMD,Ryzen 5,4.3,SSD,AMD,Dedicated,False,Windows 11,True,True,False,Medium,Slow,12.0,8.0,8.0,512.0,15.6,1920.0,141.21,1080.0,1.0,46.0,0.94,48999
Primebook,Primebook PBMTWIFI11064 Wi-Fi Laptop (MediaTek MT8183/ 4GB/ 64B eMMC/ Prime OS),MediaTek,Other,4.25,Hard Disk,ARM,Integrated,False,Windows 11,False,True,False,Slow,Slow,3.2,8.0,4.0,64.0,11.6,1366.0,135.09,768.0,1.0,24.8,1.19,12990
Lenovo,Lenovo IdeaPad Gaming 3 15ACH6 82K20289IN Laptop (AMD Ryzen 5 5500H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),AMD,Ryzen 5,4.4,SSD,NVIDIA,Dedicated,False,Windows 11,True,True,True,Medium,Slow,8.0,8.0,8.0,512.0,15.6,1920.0,141.21,1080.0,1.0,42.0,0.77,54689
HP,HP Omen 17-cm2002TX Gaming Laptop (13th Gen Core i7/ 16 GB RAM/ 512 GB SSD/ Win 11/ 8 GB Graphics),Intel,Core i7,4.1,SSD,NVIDIA,Dedicated,False,Windows 11,True,True,True,Medium,Slow,24.0,16.0,16.0,512.0,17.3,1920.0,127.34,1080.0,1.0,82.0,0.66,124990
Lenovo,Lenovo Yoga Slim 6 83E00006IN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),Intel,Core i5,4.5,SSD,Intel,Integrated,False,Windows 11,True,True,False,Medium,Medium,16.0,12.0,16.0,512.0,14.0,1920.0,161.73,1200.0,1.0,56.0,0.74,76190
HP,HP 15s-fy5007TU Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),Intel,Core i5,4.55,SSD,Intel,Integrated,False,Windows 11,True,True,False,Medium,Slow,12.0,10.0,8.0,512.0,15.6,1920.0,141.21,1080.0,1.0,40.0,0.89,44990
Lenovo,Lenovo Yoga Slim 6 14IAP8 82WU0095IN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),Intel,Core i5,4.1,SSD,Intel,Integrated,False,Windows 11,True,True,False,Medium,Medium,16.0,12.0,16.0,512.0,14.0,2240.0,188.68,1400.0,1.0,56.0,0.78,71990
Lenovo,Lenovo IdeaPad 1 15ALC7 82R400BSIN Laptop (AMD Ryzen 5 5500U / 8GB/ 512GB SSD/ Win11 Home),AMD,Ryzen 5,4.3,SSD,AMD,Integrated,False,Windows 11,True,True,False,Medium,Slow,12.0,8.0,8.0,512.0,15.6,1920.0,141.21,1080.0,1.0,36.0,1.0,35990
HP,HP 15s-fy5006TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),Intel,Core i3,4.55,SSD,Intel,Integrated,False,Windows 11,True,True,False,Slow,Slow,8.0,8.0,8.0,512.0,15.6,1920.0,141.21,1080.0,1.0,32.0,0.91,34990
Dell,Dell Inspiron 5430 IN5430FR0KC001ORS1 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11),Intel,Core i5,4.2,SSD,Intel,Integrated,False,Windows 11,True,True,False,Medium,Medium,12.0,10.0,8.0,512.0,14.0,1920.0,157.35,1080.0,1.0,40.0,0.76,52430
Primebook,Primebook S Wi-Fi Laptop (MediaTek MT8183/ 4GB/ 128GB eMMC/ Prime OS),MediaTek,Other,4.15,Hard Disk,ARM,Integrated,False,Windows 11,False,True,False,Slow,Slow,2.8,8.0,4.0,128.0,11.6,1366.0,135.09,768.0,1.0,24.4,1.2939999999999998,13990
Acer,Acer Aspire 5 2023 A515-58GM Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graphics),Intel,Core i5,4.5,SSD,NVIDIA,Dedicated,False,Windows 11,True,True,True,Medium,Slow,12.0,10.0,16.0,512.0,15.6,1920.0,141.21,1080.0,1.0,58.0,1.12,51990
Lenovo,Lenovo IdeaPad Slim 1 82VG00EVIN Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),AMD,Ryzen 3,4.35,SSD,AMD,Integrated,False,Windows 11,True,True,False,Slow,Slow,8.0,8.0,8.0,512.0,15.6,1920.0,141.21,1080.0,1.0,32.0,1.01,31650
Lenovo,Lenovo IdeaPad Slim 5 82XD005RIN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),Intel,Core i5,4.1,SSD,Intel,Integrated,False,Windows 11,True,True,False,Medium,Medium,12.0,8.0,16.0,512.0,14.0,1920.0,161.73,1200.0,2.0,44.0,0.54,81999
Lenovo,Lenovo Legion 5 Pro 82JQ010EIN Laptop (AMD Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),AMD,Ryzen 7,4.2,SSD,NVIDIA,Dedicated,False,Windows 11,True,True,True,Medium,Medium,16.0,8.0,16.0,512.0,16.0,2560.0,188.68,1600.0,1.0,58.0,0.56,103190
Lenovo,Lenovo IdeaPad 1 82VG00ESIN Laptop (AMD Ryzen 5 7520U / 8GB/ 512GB SSD/ Win11 Home),AMD,Ryzen 5,4.0,SSD,AMD,Integrated,False,Windows 11,True,True,False,Medium,Slow,8.0,8.0,8.0,512.0,15.6,1920.0,141.21,1080.0,1.0,32.0,0.87,36990
Acer,Acer Chromebook CB314-3H NX.K04SI.007 Laptop (Intel Celeron N4500/ 8GB/ 128GB SSD/ Chrome OS),Intel,Celeron,4.45,SSD,Intel,Integrated,False,Chrome,True,False,False,Slow,Slow,2.0,8.0,8.0,128.0,14.0,1280.0,117.09,1024.0,1.0,26.0,1.53,16990
Lenovo,Lenovo Yoga Slim 6 14IRH8 83E00007IN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),Intel,Core i7,4.0,SSD,Intel,Integrated,False,Windows 11,True,True,False,Medium,Medium,20.0,14.0,16.0,512.0,14.0,1920.0,161.73,1200.0,1.0,64.0,0.71,90190
Asus,Asus Vivobook 16 2023 X1605VA-MB947WS Laptop (13th Gen Core i9/ 16GB/ 512GB SSD/ Win11 Home),Intel,Core i9,4.7,SSD,Intel,Integrated,False,Windows 11,True,True,False,Fast,Slow,20.0,14.0,16.0,512.0,16.0,1920.0,141.51,1200.0,1.0,64.0,0.67,94990
Asus,Asus Vivobook 15 X1502ZA-EJ544WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),Intel,Core i5,4.55,SSD,Intel,Integrated,False,Windows 11,True,True,False,Medium,Slow,16.0,12.0,16.0,512.0,15.6,1920.0,141.21,1080.0,1.0,56.0,1.07,52389
Lenovo,Lenovo IdeaPad 1 15AMN7 82VG00J5IN Laptop (AMD Ryzen 5 7520U / 8GB/ 512GB SSD/ Win11 Home),AMD,Ryzen 5,4.2,SSD,AMD,Integrated,False,Windows 11,True,True,False,Medium,Slow,8.0,8.0,8.0,512.0,15.6,1920.0,141.21,1080.0,1.0,32.0,0.82,38990
Lenovo,Lenovo IdeaPad Slim 3 82RK00VWIN Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),Intel,Core i3,4.7,SSD,Intel,Integrated,False,Windows 11,True,True,False,Slow,Slow,8.0,8.0,8.0,512.0,15.6,1920.0,141.21,1080.0,1.0,32.0,0.97,32875
Lenovo,Lenovo IdeaPad Gaming 3 82K2028AIN Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),AMD,Ryzen 5,4.05,SSD,NVIDIA,Dedicated,False,Windows 11,True,True,True,Medium,Slow,8.0,8.0,8.0,512.0,15.6,1920.0,141.21,1080.0,1.0,42.0,0.82,51435
Acer,Acer Aspire 5 A515-57 UN.K3JSI.013 Laptop (12th Gen Core i3/ 16GB/ 512GB SSD/ Win11 Home),Intel,Core i3,4.2,SSD,Intel,Integrated,False,Windows 11,True,True,False,Slow,Slow,8.0,8.0,16.0,512.0,15.6,1920.0,141.21,1080.0,1.0,40.0,1.11,35990
Dell,Dell Vostro 3520 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11),Intel,Core i5,4.0,SSD,Intel,Integrated,False,Windows 11,True,True,False,Medium,Slow,8.0,8.0,8.0,512.0,15.6,1920.0,141.21,1080.0,1.0,32.0,0.57,56340
HP,HP 240 G9 821J4PA Laptop (12th Gen Core i5/ 8GB/ 512 GB SSD/ Win11),Intel,Core i5,4.1,SSD,Intel,Integrated,False,Windows 11,True,True,False,Medium,Slow,12.0,10.0,8.0,512.0,14.0,1366.0,111.94,768.0,1.0,40.0,0.85,46990
Lenovo,Lenovo IdeaPad Slim 3i 82X70032IN Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),Intel,Core i3,4.05,SSD,Intel,Integrated,False,Windows 11,True,True,False,Slow,Slow,6.0,5.0,8.0,512.0,15.6,1920.0,141.21,1080.0,1.0,24.0,0.64,37490
MSI,MSI Creator Pro M16 B13VJ-1272IN Gaming Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win 11/ 8GB Graph),Intel,Core i7,4.05,SSD,NVIDIA,Dedicated,False,Windows 11,True,True,True,Medium,Slow,20.0,14.0,32.0,1000.0,16.0,1920.0,141.51,1200.0,2.0,90.0,0.34,265990
HP,HP Victus 15-fa1132TX Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),Intel,Core i5,4.2,SSD,NVIDIA,Dedicated,False,Windows 11,True,True,True,Medium,Slow,12.0,8.0,8.0,512.0,15.6,1920.0,141.21,1080.0,1.0,46.0,0.81,56670
Chuwi,Chuwi FreeBook Laptop (12th Gen Core i3/ 12GB/ 512GB SSD/ Win11),Intel,Core i3,4.2,SSD,Intel,Integrated,True,Windows 11,True,True,False,Slow,Fast,8.0,8.0,12.0,512.0,13.5,2256.0,200.84,1504.0,1.0,36.0,0.95,37990
Ultimus,Ultimus Neo NU14U3INT54BN Laptop (10th Gen Core i3/ 8GB/ 256GB SSD/Win11 Home),Intel,Core i3,4.75,SSD,Intel,Integrated,False,Windows 11,True,True,False,Slow,Medium,4.0,8.0,8.0,256.0,14.1,1920.0,156.23,1080.0,1.0,28.0,1.27,21990
Asus,Asus TUF Gaming F15 FX506HE-HN385WS Gaming Laptop (11th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 4GB Graph),Intel,Core i7,4.25,SSD,NVIDIA,Dedicated,False,Windows 11,True,True,True,Medium,Slow,16.0,8.0,16.0,1000.0,15.6,1920.0,141.21,1080.0,1.0,58.0,0.75,77500
Lenovo,Lenovo Yoga 6 13ABR8 83B2007UIN Laptop (AMD Ryzen 7 7730U/ 16GB/ 1TB SSD/ Win11 Home),AMD,Ryzen 7,4.05,SSD,AMD,Integrated,True,Windows 11,True,True,False,Medium,Medium,16.0,8.0,16.0,1000.0,13.3,1920.0,170.24,1200.0,1.0,48.0,0.55,87390
HP,HP Victus 15-fb0158AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),AMD,Ryzen 5,4.15,SSD,AMD,Dedicated,False,Windows 11,True,True,False,Medium,Slow,12.0,8.0,8.0,512.0,15.6,1920.0,141.21,1080.0,1.0,46.0,0.89,51900
Microsoft,Microsoft Surface Laptop Go 3 (12th Gen Core i5/ 16 GB RAM/ 256 GB SSD/ Win 11),Intel,Core i5,4.55,SSD,Intel,Integrated,True,Windows 11,True,True,False,Medium,Slow,12.0,10.0,16.0,256.0,12.4,1536.0,148.87,1024.0,1.0,48.0,0.64,75000
Dell,Dell Inspiron 7430 2023 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),Intel,Core i7,4.1,SSD,Intel,Integrated,True,Windows 11,True,True,False,Medium,Medium,12.0,10.0,16.0,1000.0,14.0,1920.0,161.73,1200.0,1.0,48.0,0.48,100190
Lenovo,Lenovo Legion Slim 5 82Y9009KIN Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),AMD,Ryzen 7,4.4,SSD,NVIDIA,Dedicated,False,Windows 11,True,True,True,Medium,Slow,16.0,8.0,16.0,512.0,16.0,1920.0,141.51,1200.0,1.0,58.0,0.58,99990
HP,HP 15-fc0027AU Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),AMD,Ryzen 3,4.5,SSD,AMD,Integrated,False,Windows 11,True,True,False,Slow,Slow,8.0,8.0,8.0,512.0,15.6,1920.0,141.21,1080.0,1.0,32.0,0.84,37950
Lenovo,Lenovo Yoga Pro 7 82Y700A3IN Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home),Intel,Core i7,4.45,SSD,Intel,Integrated,False,Windows 11,True,True,False,Medium,Fast,20.0,14.0,16.0,1000.0,14.5,3072.0,249.84,1920.0,1.0,64.0,0.48,132990
HP,HP Spectre 17-cs0097nr Foldable Laptop (12th Gen Core i7/ 16 GB RAM/ 1 TB SSD/ Win 11),Intel,Core i7,4.7,SSD,Intel,Integrated,True,Windows 11,True,True,False,Medium,Medium,12.0,10.0,16.0,1000.0,17.0,1920.0,188.24,2560.0,1.0,48.0,0.12,415000
Asus,Asus VivoBook 15 X515MA-BR022WS Laptop (Celeron N4020/ 8GB/ 512GB SSD/ Win11 Home),Intel,Celeron,4.3,SSD,Intel,Integrated,False,Windows,True,False,False,Slow,Slow,2.0,8.0,8.0,512.0,15.6,1366.0,100.45,768.0,1.0,26.0,0.93,27890
Asus,Asus VivoBook 15 X1500EA-EJ311W Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win11),Intel,Core i3,4.55,SSD,Intel,Integrated,False,Windows 11,True,True,False,Slow,Slow,4.0,8.0,8.0,256.0,15.6,1920.0,141.21,1080.0,1.0,28.0,0.85,32800
Acer,Acer Nitro V ANV15-51 2023 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),Intel,Core i5,4.55,SSD,NVIDIA,Dedicated,False,Windows 11,True,True,True,Medium,Slow,12.0,8.0,16.0,512.0,15.6,1920.0,141.21,1080.0,1.0,54.0,0.7,77000
Acer,Acer Nitro V ANV15-51 Gaming Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 6GB Graph),Intel,Core i5,4.5,SSD,NVIDIA,Dedicated,False,Windows 11,True,True,True,Medium,Slow,12.0,8.0,8.0,512.0,15.6,1920.0,141.21,1080.0,1.0,46.0,0.59,77690
Asus,Asus Vivobook 15 X1502ZA-EJ993WS Laptop (12th Gen Core i3/ 16GB/ 512GB SSD/ Win11),Intel,Core i3,4.7,SSD,Intel,Integrated,False,Windows 11,True,True,False,Slow,Slow,8.0,8.0,16.0,512.0,15.6,1920.0,141.21,1080.0,1.0,40.0,1.14,34950
Dell,Dell Inspiron 7435 2in1 Laptop (AMD Ryzen 57530U/ 8GB/ 512GB SSD/ Win11),Other,Ryzen 5,4.75,SSD,AMD,Integrated,True,Windows 11,False,True,False,Medium,Medium,12.0,8.0,8.0,512.0,14.0,1920.0,161.73,1200.0,1.0,36.0,0.53,67590
Asus,Asus Vivobook 15 X1504ZA-NJ542WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),Intel,Core i5,4.05,SSD,Intel,Integrated,False,Windows 11,True,True,False,Medium,Slow,12.0,10.0,16.0,512.0,15.6,1920.0,141.21,1080.0,1.0,48.0,0.98,48990
HP,HP 15s-fq3066TU Laptop (Intel Celeron N4500/ 8GB/ 512GB SSD/ Win11 Home),Intel,Celeron,4.75,SSD,Intel,Integrated,False,Windows 11,True,True,False,Slow,Slow,2.0,8.0,8.0,512.0,15.6,1366.0,100.45,768.0,1.0,26.0,1.08,24100
HP,HP 255 G9 841W6PA Laptop (AMD Ryzen 3 3250U/ 8 GB RAM/ 512 GB SSD/ FreeDOS),AMD,Ryzen 3,4.5,SSD,AMD,Integrated,False,DOS 3.0,True,False,False,Slow,Slow,4.0,8.0,8.0,512.0,15.6,1366.0,100.45,768.0,1.0,28.0,1.06,26490
Lenovo,Lenovo IdeaPad Slim 5i 82XD003MIN Laptop (13th Gen Core i5/ 16 GB RAM/ 512 GB SSD/ Win 11),Intel,Core i5,4.15,SSD,Intel,Integrated,False,Windows 11,True,True,False,Medium,Medium,12.0,8.0,16.0,512.0,14.0,1920.0,161.73,1200.0,1.0,44.0,0.69,63990
Lenovo,Lenovo IdeaPad Slim 5i 83BG000DIN Laptop (12th Gen Core i5/ 16 GB RAM/ 512 GB SSD/ Win 11),Intel,Core i5,4.3,SSD,Intel,Integrated,False,Windows 11,True,True,False,Medium,Slow,12.0,8.0,16.0,512.0,16.0,1920.0,141.51,1200.0,1.0,44.0,0.76,57990
Lenovo,Lenovo IdeaPad 3 82XQ008TIN Laptop (AMD Ryzen 5/ 8GB/ 512GB SSD/ Win11 Home),Other,Ryzen 5,4.3,SSD,AMD,Integrated,False,Windows 11,False,True,False,Medium,Slow,8.0,8.0,8.0,512.0,15.6,1920.0,141.21,1080.0,1.0,32.0,0.74,42990
HP,HP Victus 15-FB1001AX Gaming Laptop (AMD Ryzen 5 7535HS/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),AMD,Ryzen 5,4.45,SSD,NVIDIA,Dedicated,False,Windows 11,True,True,True,Medium,Slow,12.0,8.0,8.0,512.0,15.6,1920.0,141.21,1080.0,1.0,46.0,0.89,51490
Acer,Acer Aspire 7 A715-76G UN.QMYSI.002 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),Intel,Core i5,4.55,SSD,NVIDIA,Dedicated,False,Windows 11,True,True,True,Medium,Slow,12.0,8.0,16.0,512.0,15.6,1920.0,141.21,1080.0,1.0,54.0,1.0,53990
Lenovo,Lenovo Legion 9i 2023 Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 16GB Graph),Intel,Core i9,4.0,SSD,NVIDIA,Dedicated,False,Windows 11,True,True,True,Fast,Fast,32.0,24.0,32.0,1000.0,16.0,3200.0,235.85,2000.0,1.0,122.0,0.31,399999
HP,HP 255 G8 7J035AA Laptop (Ryzen 5-5500U/ 8GB/ 256GB SSD/ Win11),AMD,Ryzen 5,4.05,SSD,AMD,Integrated,False,Windows 11,True,True,False,Medium,Slow,12.0,8.0,8.0,256.0,15.6,1920.0,141.21,1080.0,1.0,36.0,1.18,30400
