brand_name,model,processor_brand,iter,rating,memory_type,gpu_brand,gpu_type,Touch_Screen,os,virtualization_support,linux_compatible,cuda_support,code_compile_benchmark,display_productivity,threads_num,core_num,ram_num,memory_size,display_size,resolutioin_height,ppi,resolutioin_width,warrenty,development_performance_score,price_to_performance,price
Asus,Asus TUF Gaming F15 FX507VV-LP287W Gaming Laptop (13th Gen Core i7/ 16GB/512GB SSD/ Win11 Home/ 8GB Graph),Intel,Core i7,4.05,SSD,NVIDIA,Dedicated,False,Windows 11,True,True,True,Medium,Slow,16.0,10.0,16.0,512.0,15.6,1920.0,141.21,1080.0,1.0,62.0,0.59,104990
Lenovo,Lenovo LOQ 15IRX9 83DV00BHIN Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB RTX3050),Intel,Core i5,4.05,SSD,NVIDIA,Dedicated,False,Windows 11,True,True,True,Medium,Slow,16.0,10.0,16.0,512.0,15.6,1920.0,141.21,1080.0,1.0,62.0,0.85,72990
Dell,Dell Inspiron 3530 OIN353034071RINS1M Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),Intel,Core i5,4.05,SSD,Intel,Integrated,False,Windows 11,True,True,False,Medium,Slow,12.0,10.0,16.0,512.0,15.6,1920.0,141.21,1080.0,1.0,48.0,0.98,48899
HP,HP Victus 15-fa1226TX Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB RTX 2050),Intel,Core i5,4.15,SSD,NVIDIA,Dedicated,False,Windows 11,True,True,True,Medium,Slow,12.0,8.0,8.0,512.0,15.6,1920.0,141.21,1080.0,1.0,46.0,0.81,56490
HP,HP 15-fd0186TU Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),Intel,Core i3,4.1,SSD,Intel,Integrated,False,Windows 11,True,True,False,Slow,Slow,8.0,8.0,8.0,512.0,15.6,1920.0,141.21,1080.0,1.0,32.0,0.82,38995
Dell,Dell G15 5530 Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ RTX 4060 8GB Graph),Intel,Core i7,4.55,SSD,NVIDIA,Dedicated,False,Windows 11,True,True,True,Medium,Slow,20.8,14.0,16.0,1000.0,15.6,1920.0,141.21,1080.0,1.0,72.4,0.858,118990
MSI,MSI Pulse 16 AI C1VFKG-030IN Gaming Laptop (Intel Core Ultra 7 155H/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),Intel,Core Ultra 7,4.55,SSD,NVIDIA,Dedicated,False,Windows 11,True,True,True,Medium,Medium,22.0,16.0,16.0,1000.0,16.0,2560.0,188.68,1600.0,2.0,80.0,0.56,141990
Acer,Acer Nitro V ANV15-41 NH.QPFSI.003 Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 512GB SSD/ Win11/ 6GB RTX3050 Graph),AMD,Ryzen 7,4.25,SSD,NVIDIA,Dedicated,False,Windows 11,True,True,True,Medium,Slow,16.0,8.0,16.0,512.0,15.6,1920.0,141.21,1080.0,1.0,58.0,0.81,71990
Samsung,Samsung Galaxy Book 4 NP750XGJ-KG3IN Laptop (Intel Core i7 1355U/ 16GB/ 512GB SSD/ Win11),Intel,Core i7,4.6,SSD,Intel,Integrated,False,Windows 11,True,True,False,Medium,Slow,12.0,10.0,16.0,512.0,15.6,1920.0,141.21,1080.0,1.0,48.0,0.71,67810
MSI,MSI Raider GE68HX 14VIG-469IN Gaming Laptop (14th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 16GB Graph),Intel,Core i9,4.3,SSD,NVIDIA,Dedicated,False,Windows 11,True,True,True,Fast,Medium,32.0,24.0,32.0,1000.0,16.0,2560.0,188.68,1600.0,2.0,122.0,0.42,289990
Lenovo,Lenovo IdeaPad Pro 5 83D2001GIN Gaming Laptop (Intel Core Ultra 9 185H/ 32GB/ 1TB SSD/ Win11),Intel,Core Ultra 9,4.0,SSD,Intel,Integrated,False,Windows 11,True,True,False,Fast,Fast,22.0,16.0,32.0,1000.0,14.0,2880.0,242.59,1800.0,1.0,86.0,0.82,104990
MSI,MSI Crosshair 16 HX D14VGKG-205IN Gaming Laptop (14th Gen Core i7/ 32GB/ 1TB SSD/ Win11 Home/ 8GB RTX4070),Intel,Core i7,4.5,SSD,NVIDIA,Dedicated,False,Windows 11,True,True,True,Medium,Medium,28.0,20.0,32.0,1000.0,16.0,2560.0,183.58,1440.0,2.0,110.0,0.65,169990
Dell,Dell G15-5530 15.6 Gaming Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 6GB Graph),Intel,Core i5,4.7,SSD,NVIDIA,Dedicated,False,Windows 11,True,True,True,Medium,Slow,16.0,10.0,8.0,512.0,15.6,1920.0,141.21,1080.0,1.0,54.0,0.78,69490
Acer,Acer Predator Helios 16 ‎PH16-72 NH.QNZSI.002 Gaming Laptop (14th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 12GB Graph),Intel,Core i9,4.6,SSD,NVIDIA,Dedicated,False,Windows 11,True,True,True,Fast,Medium,32.0,24.0,32.0,1000.0,16.0,2560.0,188.68,1600.0,1.0,122.0,0.5,244990
Acer,Acer Predator Helios Neo 16 ‎PHN16-72 Gaming Laptop (14th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),Intel,Core i9,4.05,SSD,NVIDIA,Dedicated,False,Windows 11,True,True,True,Fast,Medium,32.0,24.0,16.0,1000.0,16.0,2560.0,188.68,1600.0,1.0,106.0,0.62,171900
Acer,Acer Predator Helios Neo 16 ‎PHN16-72 2024 Gaming Laptop (14th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),Intel,Core i7,4.0,SSD,NVIDIA,Dedicated,False,Windows 11,True,True,True,Medium,Medium,28.0,20.0,16.0,1000.0,16.0,2560.0,188.68,1600.0,1.0,94.0,0.67,139990
Acer,Acer Aspire Lite AL15-41 Laptop (AMD Ryzen 3 5300U/ 16GB/ 512GB SSD/ Win11),AMD,Ryzen 3,4.25,SSD,AMD,Integrated,False,Windows 11,True,True,False,Slow,Slow,8.0,8.0,16.0,512.0,15.6,1920.0,141.21,1080.0,1.0,40.0,1.33,29990
Acer,Acer Aspire Lite AL15-41 Laptop (AMD Ryzen 3 5300U/ 8GB/ 512GB SSD/ Win11),AMD,Ryzen 3,4.05,SSD,AMD,Integrated,False,Windows 11,True,True,False,Slow,Slow,8.0,8.0,8.0,512.0,15.6,1920.0,141.21,1080.0,1.0,32.0,1.23,25990
HP,HP Omen 14-fb0089TX Gaming Laptop (Intel Core Ultra 7 155H/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),Intel,Core Ultra 7,4.5,SSD,NVIDIA,Dedicated,False,Windows 11,True,True,True,Medium,Fast,22.0,16.0,16.0,1000.0,14.0,2880.0,242.59,1800.0,1.0,80.0,0.63,125990
Samsung,Samsung Galaxy Book 4 NP750XGK-KS2IN Laptop (Intel Core 5 Processor 120U/ 16GB/ 512GB SSD/ Win11),Intel,Other,4.45,SSD,Intel,Integrated,False,Windows 11,True,True,False,Slow,Slow,12.0,10.0,16.0,512.0,15.6,1920.0,141.21,1080.0,1.0,48.0,0.88,54590
HP,HP Omen Transcend 14-fb0007TX Gaming Laptop (Intel Core Ultra 7 155H/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),Intel,Core Ultra 7,4.65,SSD,NVIDIA,Dedicated,False,Windows 11,True,True,True,Medium,Fast,22.0,16.0,16.0,1000.0,14.0,2880.0,242.59,1800.0,1.0,80.0,0.63,126990
MSI,MSI Cyborg 15 AI A1VFK-049IN Gaming Laptop (Intel Core Ultra 7 155H/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),Intel,Core Ultra 7,4.3,SSD,NVIDIA,Dedicated,False,Windows 11,True,True,True,Medium,Slow,22.0,16.0,16.0,1000.0,15.6,1920.0,141.21,1080.0,2.0,80.0,0.78,101990
Apple,Apple MacBook Air 2024 MRXW3HN/A Laptop (Apple M3/ 8GB/ 512GB SSD/ MacOS),Apple,Other,4.3,SSD,Apple,Integrated,False,Mac,False,False,False,Slow,Fast,17.2,8.0,8.0,512.0,13.6,2560.0,224.51,1664.0,1.0,60.0,0.756,113900
MSI,MSI Vector 16 HX A14VGG-279IN Gaming Laptop (14th Gen Core i7/ 32GB/ 1TB SSD/ Win11 Home/ 8GB Graph),Intel,Core i7,4.45,SSD,NVIDIA,Dedicated,False,Windows 11,True,True,True,Medium,Medium,28.0,20.0,32.0,1000.0,16.0,2560.0,188.68,1600.0,2.0,110.0,0.58,189990
MSI,MSI Thin A15 AI B7VE-066IN Gaming Laptop (AMD Ryzen 5 7535H/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),AMD,Ryzen 5,4.5,SSD,NVIDIA,Dedicated,False,Windows 11,True,True,True,Medium,Slow,12.0,8.0,16.0,512.0,15.6,1920.0,141.21,1080.0,2.0,54.0,0.73,73490
HP,HP Victus 15-fa1099TX Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),Intel,Core i5,4.25,SSD,NVIDIA,Dedicated,False,Windows 11,True,True,True,Medium,Slow,12.0,8.0,16.0,512.0,16.1,1920.0,136.83,1080.0,1.0,54.0,0.92,58900
Xiaomi,Xiaomi Redmi Book Pro 16 2024 Laptop (Intel Core Ultra 5/ 32GB/ 1TB SSD/ Win 11),Intel,Core Ultra 5,4.05,SSD,Intel,Integrated,False,Windows 11,True,True,False,Medium,Fast,18.0,14.0,32.0,1000.0,16.0,3072.0,226.42,1920.0,1.0,78.0,1.11,69990
Dell,Dell 15 G15-5530 Gaming Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),Intel,Core i5,4.05,SSD,NVIDIA,Dedicated,False,Windows 11,True,True,True,Medium,Slow,16.0,10.0,16.0,1000.0,15.6,1920.0,141.21,1080.0,1.0,62.0,0.79,77990
Lenovo,Lenovo LOQ 15IRX9 83DV007FIN Gaming Laptop (14th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),Intel,Core i7,4.7,SSD,NVIDIA,Dedicated,False,Windows 11,True,True,True,Medium,Slow,28.0,20.0,16.0,1000.0,15.6,1920.0,141.21,1080.0,1.0,94.0,0.82,114990
HP,HP Omen 16-xf0081AX Gaming Laptop (AMD Ryzen 7 7840HS/ 32GB/ 1TB SSD/ Win11/ 8GB Graph),AMD,Ryzen 7,4.35,SSD,NVIDIA,Dedicated,False,Windows 11,True,True,True,Medium,Medium,16.0,8.0,32.0,1000.0,16.0,1440.0,183.58,2560.0,1.0,74.0,0.54,135999
Lenovo,Lenovo Ideapad Slim 3 Chrome 14M868 82XJ002LHA Laptop (MediaTek Kompanio 520/ 4GB/ 128GB eMMC/ Chrome OS),MediaTek,Other,4.65,eMMC Storage,Arm,Integrated,False,Chrome,False,False,False,Slow,Slow,2.4,8.0,4.0,128.0,14.0,1366.0,111.94,768.0,1.0,22.4,1.492,12990
Infinix,Infinix INBook Y4 Max Series YL613 Laptop (13th Gen Core i3/ 16GB/ 512GB SSD/ Win 11 Home),Intel,Core i3,4.45,SSD,Intel,Integrated,False,Windows 11,True,True,False,Slow,Slow,8.0,8.0,16.0,512.0,16.0,1920.0,141.51,1200.0,1.0,40.0,0.67,59990
Chuwi,Chuwi Gemibook X Pro Laptop (Intel Celeron N100/ 8 GB/ 256 GB SSD/ Win11 Home),Intel,Other,4.45,SSD,Intel,Integrated,False,Windows 11,True,True,False,Slow,Medium,4.0,8.0,8.0,256.0,14.1,1920.0,156.23,1080.0,1.0,28.0,1.56,17990
Asus,Asus Chromebook CX1500CKA-EJ0247 Laptop (Celeron N4500/ 8GB/ 128GB eMMC/ Chrome OS),Intel,Celeron,4.4,Hard Disk,Intel,Integrated,False,Chrome,True,False,False,Slow,Slow,2.0,8.0,8.0,128.0,15.6,1920.0,141.21,1080.0,1.0,26.0,1.63,15990
HP,HP Victus 15-fb0157AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),AMD,Ryzen 5,4.3,SSD,AMD,Dedicated,False,Windows 11,True,True,False,Medium,Slow,12.0,8.0,8.0,512.0,15.6,1920.0,141.21,1080.0,1.0,46.0,0.88,51999
Zebronics,Zebronics Pro Series Z ZEB-NBC 4S Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),Intel,Core i5,4.75,SSD,Intel,Integrated,False,Windows 11,True,True,False,Medium,Slow,12.0,10.0,16.0,512.0,15.6,1920.0,141.21,1080.0,1.0,48.0,1.3,36990
Zebronics,Zebronics ZEB-NBC 5S Laptop (12th Gen Core i7 / 16GB/ 512GB SSD/ Win11 Home),Intel,Core i7,4.05,SSD,Intel,Integrated,False,Windows 11,True,True,False,Medium,Slow,12.0,10.0,16.0,512.0,15.6,1920.0,141.21,1080.0,1.0,48.0,1.14,41990
Acer,Acer Aspire 7 A715-76G UN.QMYSI.002 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),Intel,Core i5,4.55,SSD,NVIDIA,Dedicated,False,Windows 11,True,True,True,Medium,Slow,12.0,8.0,16.0,512.0,15.6,1920.0,141.21,1080.0,1.0,54.0,1.0,53990
HP,HP Victus 15-fb0150AX Gaming Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),AMD,Ryzen 5,4.15,SSD,AMD,Dedicated,False,Windows 11,True,True,False,Medium,Slow,12.0,8.0,16.0,512.0,15.6,1920.0,141.21,1080.0,1.0,54.0,1.02,52900
HP,HP Omen 16-xf0060AX Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),AMD,Ryzen 7,4.7,SSD,NVIDIA,Dedicated,False,Windows 11,True,True,True,Medium,Slow,16.0,8.0,16.0,1000.0,16.0,1920.0,137.68,1080.0,1.0,58.0,0.52,111490
Asus,Asus TUF Gaming F15 FX577ZC-HN192W Gaming Laptop (12th Gen Core i7/ 16GB/1TB SSD/ Win11 / 4GB Graph),Intel,Core i7,4.4,SSD,NVIDIA,Dedicated,False,Windows 11,True,True,True,Medium,Slow,20.0,14.0,16.0,1000.0,15.6,1920.0,141.21,1080.0,1.0,74.0,0.93,79990
HP,HP Pavilion x360 14-ek1074TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),Intel,Core i5,4.55,SSD,Intel,Integrated,True,Windows 11,True,True,False,Medium,Medium,12.0,10.0,16.0,512.0,14.0,1920.0,157.35,1080.0,1.0,48.0,0.68,70990
MSI,MSI Katana 15 B13VFK-843IN Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),Intel,Core i9,4.05,SSD,NVIDIA,Dedicated,False,Windows 11,True,True,True,Fast,Slow,20.0,14.0,16.0,1000.0,15.6,1920.0,141.21,1080.0,2.0,74.0,0.62,119990
Lenovo,Lenovo LOQ 15IRH8 82XV00F7IN 2023 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),Intel,Core i5,4.0,SSD,NVIDIA,Dedicated,False,Windows 11,True,True,True,Medium,Slow,12.0,8.0,16.0,512.0,15.6,1920.0,141.21,1080.0,1.0,54.0,0.65,83190
Infinix,Infinix Zerobook 2023 Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win 11 Home),Intel,Core i9,4.05,SSD,Intel,Integrated,False,Windows 11,True,True,False,Fast,Slow,20.0,14.0,32.0,1000.0,15.6,1920.0,141.21,1080.0,1.0,80.0,1.11,71990
Asus,Asus Vivobook 15 X1502ZA-EJ541WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),Intel,Core i5,4.7,SSD,Intel,Integrated,False,Windows 11,True,True,False,Medium,Slow,16.0,12.0,16.0,512.0,15.6,1920.0,141.21,1080.0,1.0,56.0,1.03,54489
Dell,Dell Inspiron 5630 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),Intel,Core i5,4.6,SSD,Intel,Integrated,False,Windows 11,True,True,False,Medium,Medium,16.0,12.0,16.0,512.0,16.0,2560.0,188.68,1600.0,1.0,56.0,0.88,63490
Asus,Asus ROG Strix G16 2023 G614JV-N4141WS Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),Intel,Core i9,4.35,SSD,NVIDIA,Dedicated,False,Windows 11,True,True,True,Fast,Medium,32.0,24.0,16.0,1000.0,16.0,2560.0,188.68,1600.0,1.0,106.0,0.66,159990
Asus,Asus Vivobook Pro 15 OLED K6502VU-MA541WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),Intel,Core i5,4.5,SSD,NVIDIA,Dedicated,False,Windows 11,True,True,True,Medium,Fast,16.0,12.0,16.0,512.0,15.6,2880.0,211.82,1620.0,1.0,66.0,0.69,94990
HP,HP 15s-fr5009TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),Intel,Core i3,4.05,SSD,Intel,Integrated,False,Windows 11,True,True,False,Slow,Slow,8.0,8.0,8.0,512.0,15.6,1920.0,141.21,1080.0,1.0,32.0,0.88,36490
Asus,Asus Vivobook 15 2023 X1504VA-NJ524WS Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11),Intel,Core i5,4.35,SSD,Intel,Integrated,False,Windows 11,True,True,False,Medium,Slow,12.0,10.0,8.0,512.0,15.6,1920.0,141.21,1080.0,1.0,40.0,0.87,45990
HP,HP 15-fc0026AU Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),AMD,Ryzen 3,4.05,SSD,AMD,Integrated,False,Windows 11,True,True,False,Slow,Slow,8.0,8.0,8.0,512.0,15.6,1920.0,141.21,1080.0,1.0,32.0,1.07,29990
Asus,Asus Vivobook 15 2023 X1504VA-NJ324WS Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11),Intel,Core i3,4.25,SSD,Intel,Integrated,False,Windows 11,True,True,False,Slow,Slow,8.0,8.0,8.0,512.0,15.6,1920.0,141.21,1080.0,1.0,32.0,0.84,37990
Asus,Asus Vivobook Go 15 OLED 2023 E1504FA-LK541WS Laptop (Ryzen 5 7520U / 16GB/ 512GB SSD/ Win11 Home),AMD,Ryzen 5,4.2,SSD,AMD,Integrated,False,Windows 11,True,True,False,Medium,Slow,8.0,8.0,16.0,512.0,15.6,1920.0,141.21,1080.0,1.0,40.0,0.82,48490
HP,HP 15s-fq5007TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),Intel,Core i3,4.65,SSD,Intel,Integrated,False,Windows 11,True,True,False,Slow,Slow,8.0,8.0,8.0,512.0,15.6,1920.0,141.21,1080.0,1.0,32.0,0.92,34800
HP,HP Victus 15-fb0082AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),AMD,Ryzen 5,4.4,SSD,NVIDIA,Dedicated,False,Windows 11,True,True,True,Medium,Slow,12.0,8.0,8.0,512.0,15.6,1920.0,141.21,1080.0,1.0,46.0,0.86,53400
Asus,Asus ProArt StudioBook Pro 16 OLED H7600ZW-L911W Laptop (12th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 8GB Graph),Intel,Core i9,4.6,SSD,NVIDIA,Dedicated,False,Windows 11,True,True,True,Fast,Fast,20.0,14.0,32.0,1000.0,16.0,3840.0,283.02,2400.0,1.0,90.0,0.5,179990
Dell,Dell Precision 5550 Laptop (10th Gen Core i7/ 16GB/ 512GB SSD/ Win10 Pro/ 4GB Graph),Intel,Core i7,4.2,SSD,NVIDIA,Dedicated,False,Windows 10,True,False,True,Medium,Slow,12.0,8.0,16.0,512.0,15.6,1920.0,145.14,1200.0,1.0,54.0,0.29,184999
Asus,Asus Zenbook A14 UX3407RA-QD054WS Laptop (Snapdragon X Elite X1E 78 100/ 16GB/ 512GB SSD/ Win11),Qualcomm,Snapdragon,4.0,SSD,Qualcomm,Integrated,False,Windows 11,False,True,False,Slow,Medium,12.0,12.0,16.0,512.0,14.0,1920.0,161.73,1200.0,1.0,52.0,0.4,129990
Asus,Asus Zenbook A14 UX3407QA-QD259WS Laptop (Snapdragon X X1 26 100/ 16GB/ 512GB SSD/ Win11),Qualcomm,Snapdragon,4.45,SSD,Qualcomm,Integrated,False,Windows 11,False,True,False,Slow,Medium,8.0,8.0,16.0,512.0,14.0,1920.0,161.73,1200.0,1.0,40.0,0.4,99990
Dell,Dell Inspiron 5640 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),Intel,Core i5,4.65,SSD,Intel,Integrated,False,Windows 11,True,True,False,Medium,Slow,12.0,10.0,16.0,512.0,16.0,1920.0,141.51,1200.0,1.0,48.0,0.73,65990
Asus,Asus Vivobook 16X K3605VC-RP413WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),Intel,Core i5,4.55,SSD,NVIDIA,Dedicated,False,Windows 11,True,True,True,Medium,Slow,12.0,8.0,16.0,512.0,16.0,1920.0,141.51,1200.0,1.0,54.0,0.71,75990
Asus,Asus Vivobook 15 X1504VA-NJ2325WS Laptop (13th Gen Core i3/ 16GB/ 512GB SSD/ Win11),Intel,Core i3,4.3,SSD,Intel,Integrated,False,Windows 11,True,True,False,Slow,Slow,8.0,8.0,16.0,512.0,15.6,1920.0,141.21,1080.0,1.0,40.0,0.95,41990
Asus,Asus Vivobook 16 X1605VA-MB5555WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),Intel,Core i5,4.05,SSD,Intel,Integrated,False,Windows 11,True,True,False,Medium,Slow,16.0,12.0,16.0,512.0,16.0,1920.0,141.51,1200.0,1.0,56.0,0.89,62990
Asus,Asus Vivobook 16 X1605VA-MB9999WS Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11 Home),Intel,Core i9,4.25,SSD,Intel,Integrated,False,Windows 11,True,True,False,Fast,Slow,20.0,14.0,16.0,1000.0,16.0,1920.0,141.51,1200.0,1.0,64.0,0.64,99990
Dell,Dell Inspiron 5440 Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11),Intel,Core i5,4.65,SSD,Intel,Integrated,False,Windows 11,True,True,False,Medium,Medium,12.0,10.0,16.0,1000.0,14.0,1920.0,161.73,1200.0,1.0,48.0,0.63,76377
Asus,Asus Vivobook Go 14 E1404FA-NK5542WS Laptop (Ryzen 5 7520U / 16GB/ 512GB SSD/ Win11),AMD,Ryzen 5,4.25,SSD,AMD,Integrated,False,Windows 11,True,True,False,Medium,Medium,8.0,8.0,16.0,512.0,14.0,1920.0,157.35,1080.0,1.0,40.0,0.95,41990
Asus,Asus Zenbook A14 Laptop (Snapdragon X X1 26 100/ 16GB/ 512GB SSD/ Win11 Home),Qualcomm,Snapdragon,4.15,SSD,Qualcomm,Integrated,True,Windows 11,False,True,False,Slow,Medium,16.0,10.4,16.0,512.0,14.0,1920.0,161.73,1200.0,1.0,52.8,0.766,99999
Dell,Dell 3530 15 Inspiron  Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),Intel,Core i7,4.3,SSD,Intel,Integrated,False,Windows 11,True,True,False,Medium,Slow,12.0,10.0,16.0,512.0,15.6,1920.0,141.21,1080.0,1.0,48.0,0.68,70490
Lenovo,Lenovo ThinkPad E14 21JRS0JH00 Laptop (AMD Ryzen 5 7530U/ 8GB/ 512GB SSD/ Win11 Home),AMD,Ryzen 5,4.55,SSD,AMD,Integrated,False,Windows 11,True,True,False,Medium,Medium,12.0,8.0,8.0,512.0,14.0,1920.0,161.73,1200.0,1.0,36.0,0.73,48990
HP,HP Victus 15-fa2700TX  Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),Intel,Core i5,4.6,SSD,NVIDIA,Dedicated,False,Windows 11,True,True,True,Medium,Slow,12.0,8.0,16.0,512.0,15.6,1920.0,141.21,1080.0,1.0,54.0,0.72,74990
HP,HP Victus 15-fa2703TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),Intel,Core i5,4.65,SSD,NVIDIA,Dedicated,False,Windows 11,True,True,True,Medium,Slow,12.0,8.0,16.0,512.0,15.6,1920.0,141.21,1080.0,1.0,54.0,0.82,65990
Asus,Asus Vivobook S 14 OLED 2025 S5406SA-QD094WS Laptop (Intel Core Ultra 7 256V/ 16GB/ 512GB SSD/ Win11 Home),Intel,Core Ultra 7,4.25,SSD,Intel,Integrated,False,Windows 11,True,True,False,Medium,Medium,8.0,8.0,16.0,512.0,14.0,1920.0,161.73,1200.0,1.0,40.0,0.35,114990
Asus,Asus Vivobook S 14 OLED 2025 S5406SA-QD098WS Laptop (Intel Core Ultra 5 226V/ 16GB/ 512GB SSD/ Win11 Home),Intel,Core Ultra 5,4.0,SSD,Intel,Integrated,False,Windows 11,True,True,False,Medium,Medium,8.0,8.0,16.0,512.0,14.0,1920.0,161.73,1200.0,1.0,40.0,0.4,99990
Asus,Asus Vivobook 14 Flip TP3407SA-QL025WS Laptop (Intel Core Ultra 7 256V/ 16GB/ 512GB SSD/Win11),Intel,Core Ultra 7,4.75,SSD,Intel,Integrated,True,Windows 11,True,True,False,Medium,Medium,8.0,8.0,16.0,512.0,14.0,1920.0,161.73,1200.0,1.0,40.0,0.36,111990
Asus,Asus Zenbook Duo OLED 2025 UX8406CA-PZ106WS Laptop (intel Core Ultra 9 285H/ 32GB/ 1TB SSD/ Win11),Intel,Core Ultra 9,4.15,SSD,Intel,Integrated,True,Windows 11,True,True,False,Fast,Fast,16.0,16.0,32.0,1000.0,14.0,2880.0,242.59,1800.0,1.0,80.0,0.33,239990
Asus,Asus Zenbook 14 OLED 2025 UX3405CA-PZ348WS Laptop (Intel Core Ultra 7 255H/ 32GB/ 1TB SSD/ Win11 Home),Intel,Core Ultra 7,4.25,SSD,Intel,Integrated,True,Windows 11,True,True,False,Medium,Fast,16.0,16.0,32.0,1000.0,14.0,2880.0,242.59,1800.0,1.0,80.0,0.63,127990
Asus,Asus Zenbook 14 OLED 2025 UX3405CA-PZ162WS Laptop ( Intel Core Ultra 5 225H/ 16GB/ 1TB SSD/ Win11 Home),Intel,Core Ultra 5,4.7,SSD,Intel,Integrated,True,Windows 11,True,True,False,Medium,Fast,14.0,14.0,16.0,1000.0,14.0,2880.0,242.59,1800.0,1.0,58.0,0.51,112990
Asus,Asus Zenbook 14 OLED 2025 UX3405CA-PZ163WS Laptop (Intel Core Ultra 7 255H/ 32GB/ 1TB SSD/ Win11 Home),Intel,Core Ultra 7,4.75,SSD,Intel,Integrated,True,Windows 11,True,True,False,Medium,Fast,16.0,16.0,32.0,1000.0,14.0,2880.0,242.59,1800.0,1.0,80.0,0.63,127990
HP,HP 255 G10 Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11),AMD,Ryzen 5,4.4,SSD,AMD,Integrated,False,Windows 11,True,True,False,Medium,Slow,8.0,8.0,8.0,512.0,15.6,1366.0,100.45,768.0,1.0,32.0,1.04,30800
Asus,Asus Vivobook 16 X1605VA-MB9946WS Laptop (13th Gen Core i9/ 16GB/ 512GB SSD/ Win11 Home),Intel,Core i9,4.6,SSD,Intel,Integrated,False,Windows 11,True,True,False,Fast,Slow,20.0,14.0,16.0,512.0,16.0,1920.0,141.51,1200.0,1.0,64.0,0.67,94990
Dell,Dell Latitude 3440 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 ),Intel,Core i3,4.55,SSD,Intel,Integrated,False,Windows 11,True,True,False,Slow,Slow,8.0,8.0,8.0,512.0,14.0,1366.0,111.94,768.0,1.0,32.0,1.07,29990
